Event	ID	Name			Wwise Object Path	Notes
	38329876	Play_DeepSeekDoorOpen			\Default Work Unit\Lift\Play_DeepSeekDoorOpen	
	200791458	Play_DeepSeekImpact			\Default Work Unit\Lift\Play_DeepSeekImpact	
	287033506	Play_OxygentankPickup			\Default Work Unit\Play_OxygentankPickup	
	468325319	Play_ORC_stop			\Default Work Unit\ORC\Play_ORC_stop	
	525953352	Play_LandingSound			\Default Work Unit\Play_LandingSound	
	655760415	Play_Underwater_Ambience_B			\Default Work Unit\Play_Underwater_Ambience_B	
	803189924	Play_Footsteps_Deepseek			\Default Work Unit\Footsteps\Play_Footsteps_Deepseek	
	1136330962	Play_ORC_startAndLoop			\Default Work Unit\ORC\Play_ORC_startAndLoop	
	1983061245	Play_DeepSeekAmbientWithChords			\Default Work Unit\Lift\Play_DeepSeekAmbientWithChords	
	2033887548	Play_Monster_sound			\Default Work Unit\Monster\Play_Monster_sound	
	3193711535	Play_MOnsterHit			\Default Work Unit\Monster\Play_MOnsterHit	
	3278961248	Play_DeepSeekDoorSlamNoAudio			\Default Work Unit\Lift\Play_DeepSeekDoorSlamNoAudio	
	3434920404	Play_DeepSeekSoundWhirrAmbi			\Default Work Unit\Lift\Play_DeepSeekSoundWhirrAmbi	
	3514501978	Play_DeepSeekSoundDoorSlam			\Default Work Unit\Lift\Play_DeepSeekSoundDoorSlam	
	3718507185	AmbientDoorClose			\Default Work Unit\Lift\AmbientDoorClose	
	4271838925	Play_PickupScaleSound			\Default Work Unit\Play_PickupScaleSound	

Effect plug-ins	ID	Name	Type				Notes
	2995775460	Room_Small	Wwise RoomVerb			
	3407225994	Phone_Booth	Wwise RoomVerb			
	3435419520	New_Guitar_Distortion	Wwise Guitar Distortion			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	48094280	Footsteps Deepseek 3-universfield-heavy-walking-footsteps-352771	.cache\EE\{EEC85EBA-3DE6-0AEC-B284-AE3254C4D9CC}.wem		\Containers\Default Work Unit\Footsteps Deepseek\Footsteps Deepseek 3-universfield-heavy-walking-footsteps-352771		135628
	98165099	Footsteps Deepseek 1-universfield-heavy-walking-footsteps-352771	.cache\27\{2778AE1B-A91F-9065-3D26-6CCDAD50F080}.wem		\Containers\Default Work Unit\LandingSound\Footsteps Deepseek 1-universfield-heavy-walking-footsteps-352771		135628
	119132395	DeepSeekImpact	.cache\7F\{7F81A493-2E93-D5E4-A562-A9B1DFADD7DB}.wem		\Containers\Default Work Unit\Lift\DeepSeekImpact		897356
	167899123	ORC stop	.cache\2E\{2E9E1A2F-79DD-C53B-7DF3-3BD382DC3A0B}.wem		\Containers\Default Work Unit\ORC\ORC stop		380924
	237568392	OxygentankPickup	.cache\E3\{E3E42B78-C71D-A216-C2E7-CD67652144A3}.wem		\Containers\Default Work Unit\OxygentankPickup		77516
	375802478	Footsteps Deepseek 4-universfield-heavy-walking-footsteps-352771	.cache\19\{19C837F0-DECA-B893-9CEA-E75037BF7307}.wem		\Containers\Default Work Unit\LandingSound\Footsteps Deepseek 4-universfield-heavy-walking-footsteps-352771		135628
